瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),嚼档(%),利汲(cm)
192,柳林,2021-01-01 01:00,-4.6,,80,
192,柳林,2021-01-01 02:00,-3,,57,
192,柳林,2021-01-01 03:00,-3.8,,59,
192,柳林,2021-01-01 04:00,-5.7,,70,
192,柳林,2021-01-01 05:00,-6.9,,78,
192,柳林,2021-01-01 06:00,-7.6,,83,
192,柳林,2021-01-01 07:00,-8.2,,86,
192,柳林,2021-01-01 08:00,-8,,87,
192,柳林,2021-01-01 09:00,-5,,78,
192,柳林,2021-01-01 10:00,-2.3,,64,
192,柳林,2021-01-01 11:00,.1,,58,
192,柳林,2021-01-01 12:00,1.9,,54,
192,柳林,2021-01-01 13:00,2.7,,55,
192,柳林,2021-01-01 14:00,4.5,,49,
192,柳林,2021-01-01 15:00,4,,47,
192,柳林,2021-01-01 16:00,4.1,,44,
192,柳林,2021-01-01 17:00,3,,48,
192,柳林,2021-01-01 18:00,2.2,,49,
192,柳林,2021-01-01 19:00,1.6,,54,
192,柳林,2021-01-01 20:00,1.1,,59,
192,柳林,2021-01-01 21:00,-2.5,,72,
192,柳林,2021-01-01 22:00,-3.1,,75,
192,柳林,2021-01-01 23:00,-4,,80,
192,柳林,2021-01-02 00:00,-4.2,,80,
192,柳林,2021-01-02 01:00,-4.1,,80,
192,柳林,2021-01-02 02:00,-3.8,,81,
192,柳林,2021-01-02 03:00,-3.3,,79,
192,柳林,2021-01-02 04:00,-3.3,,82,
192,柳林,2021-01-02 05:00,-3.3,,80,
192,柳林,2021-01-02 06:00,-3.3,,81,
192,柳林,2021-01-02 07:00,-4.1,,85,
192,柳林,2021-01-02 08:00,-4,,86,
192,柳林,2021-01-02 09:00,-2.1,,83,
192,柳林,2021-01-02 10:00,.4,,72,
192,柳林,2021-01-02 11:00,2,,65,
192,柳林,2021-01-02 12:00,3.2,,57,
192,柳林,2021-01-02 13:00,4.5,,52,
192,柳林,2021-01-02 14:00,5.4,,38,
192,柳林,2021-01-02 15:00,4.8,,35,
192,柳林,2021-01-02 16:00,3.9,,32,
192,柳林,2021-01-02 17:00,2.5,,31,
192,柳林,2021-01-02 18:00,1.5,,30,
192,柳林,2021-01-02 19:00,.4,,33,
192,柳林,2021-01-02 20:00,.1,,35,
192,柳林,2021-01-02 21:00,-.7,,38,
192,柳林,2021-01-02 22:00,-.9,,38,
192,柳林,2021-01-02 23:00,-1.2,,38,
192,柳林,2021-01-03 00:00,-3.1,,49,
192,柳林,2021-01-03 01:00,-4.1,,60,
192,柳林,2021-01-03 02:00,-4.7,,65,
192,柳林,2021-01-03 03:00,-4.6,,64,
192,柳林,2021-01-03 04:00,-4.7,,62,
192,柳林,2021-01-03 05:00,-4.2,,59,
192,柳林,2021-01-03 06:00,-2.1,,44,
192,柳林,2021-01-03 07:00,-1.5,,36,
192,柳林,2021-01-03 08:00,-1.8,,36,
192,柳林,2021-01-03 09:00,-1.3,,34,
192,柳林,2021-01-03 10:00,.2,,35,
192,柳林,2021-01-03 11:00,1.4,,34,
192,柳林,2021-01-03 12:00,2.5,,34,
192,柳林,2021-01-03 13:00,3.8,,32,
192,柳林,2021-01-03 14:00,4.9,,30,
192,柳林,2021-01-03 15:00,5.4,,24,
192,柳林,2021-01-03 16:00,4.5,,28,
192,柳林,2021-01-03 17:00,3.7,,29,
192,柳林,2021-01-03 18:00,3,,31,
192,柳林,2021-01-03 19:00,2.2,,33,
192,柳林,2021-01-03 20:00,1.2,,36,
192,柳林,2021-01-03 21:00,.6,,38,
192,柳林,2021-01-03 22:00,-1.8,,49,
192,柳林,2021-01-03 23:00,-2.3,,53,
192,柳林,2021-01-04 00:00,-3,,58,
192,柳林,2021-01-04 01:00,-3.5,,60,
192,柳林,2021-01-04 02:00,-4.4,,64,
192,柳林,2021-01-04 03:00,-5.4,,70,
192,柳林,2021-01-04 04:00,-6.4,,75,
192,柳林,2021-01-04 05:00,-6.7,,77,
192,柳林,2021-01-04 06:00,-7.2,,77,
192,柳林,2021-01-04 07:00,-7.5,,79,
192,柳林,2021-01-04 08:00,-7.1,,78,
192,柳林,2021-01-04 09:00,-4.7,,70,
192,柳林,2021-01-04 10:00,-.9,,57,
192,柳林,2021-01-04 11:00,.9,,46,
192,柳林,2021-01-04 12:00,2.7,,41,
192,柳林,2021-01-04 13:00,4.8,,36,
192,柳林,2021-01-04 14:00,6.1,,34,
192,柳林,2021-01-04 15:00,7,,34,
192,柳林,2021-01-04 16:00,6.7,,31,
192,柳林,2021-01-04 17:00,4.5,,44,
192,柳林,2021-01-04 18:00,1.3,,53,
192,柳林,2021-01-04 19:00,-.5,,59,
192,柳林,2021-01-04 20:00,-1.7,,65,
192,柳林,2021-01-04 21:00,-2.3,,67,
192,柳林,2021-01-04 22:00,-2.6,,68,
192,柳林,2021-01-04 23:00,-2.8,,69,
192,柳林,2021-01-05 00:00,-3.2,,72,
192,柳林,2021-01-05 01:00,-3,,72,
192,柳林,2021-01-05 02:00,-2.8,,73,
192,柳林,2021-01-05 03:00,-3.3,,74,
192,柳林,2021-01-05 04:00,-3.3,,75,
192,柳林,2021-01-05 05:00,-3.8,,78,
192,柳林,2021-01-05 06:00,-4.6,,80,
192,柳林,2021-01-05 07:00,-5.1,,83,
192,柳林,2021-01-05 08:00,-4.8,,84,
192,柳林,2021-01-05 09:00,-2.6,,78,
192,柳林,2021-01-05 10:00,1.5,,71,
192,柳林,2021-01-05 11:00,5.2,,44,
192,柳林,2021-01-05 12:00,6.1,,31,
192,柳林,2021-01-05 13:00,5.4,,28,
192,柳林,2021-01-05 14:00,4.8,,29,
192,柳林,2021-01-05 15:00,4.1,,35,
192,柳林,2021-01-05 16:00,3.5,,34,
192,柳林,2021-01-05 17:00,2.7,,35,
192,柳林,2021-01-05 18:00,1.7,,36,
192,柳林,2021-01-05 19:00,.8,,33,
192,柳林,2021-01-05 20:00,.2,,33,
192,柳林,2021-01-05 21:00,-.9,,36,
192,柳林,2021-01-05 22:00,-1.8,,38,
192,柳林,2021-01-05 23:00,-2.5,,42,
192,柳林,2021-01-06 00:00,-3.5,,45,
192,柳林,2021-01-06 01:00,-4,,44,
192,柳林,2021-01-06 02:00,-4.9,,47,
192,柳林,2021-01-06 03:00,-5,,41,
192,柳林,2021-01-06 04:00,-5.5,,40,
192,柳林,2021-01-06 05:00,-7.1,,48,
192,柳林,2021-01-06 06:00,-7.3,,52,
192,柳林,2021-01-06 07:00,-6.2,,49,
192,柳林,2021-01-06 08:00,-8,,59,
192,柳林,2021-01-06 09:00,-5.1,,54,
192,柳林,2021-01-06 10:00,-3.3,,49,
192,柳林,2021-01-06 11:00,-1.7,,42,
192,柳林,2021-01-06 12:00,.1,,39,
192,柳林,2021-01-06 13:00,.8,,38,
192,柳林,2021-01-06 14:00,1.3,,36,
192,柳林,2021-01-06 15:00,2.1,,35,
192,柳林,2021-01-06 16:00,1.5,,36,
192,柳林,2021-01-06 17:00,.8,,42,
192,柳林,2021-01-06 18:00,-.5,,46,
192,柳林,2021-01-06 19:00,-1.6,,48,
192,柳林,2021-01-06 20:00,-.7,,47,
192,柳林,2021-01-06 21:00,-1.3,,50,
192,柳林,2021-01-06 22:00,-1,,52,
192,柳林,2021-01-06 23:00,-1.3,,57,
192,柳林,2021-01-07 00:00,-1.5,,67,
192,柳林,2021-01-07 01:00,-1.8,,76,
192,柳林,2021-01-07 02:00,-1.4,,74,
192,柳林,2021-01-07 03:00,-2,,60,
192,柳林,2021-01-07 04:00,-2.6,,50,
192,柳林,2021-01-07 05:00,-4,,48,
192,柳林,2021-01-07 06:00,-5,,51,
192,柳林,2021-01-07 07:00,-5.2,,39,
192,柳林,2021-01-07 08:00,-5.9,,47,
192,柳林,2021-01-07 09:00,-7.5,,49,
192,柳林,2021-01-07 10:00,-6.7,,39,
192,柳林,2021-01-07 11:00,-6.1,,34,
192,柳林,2021-01-07 12:00,-5.3,,32,
192,柳林,2021-01-07 13:00,-4.6,,29,
192,柳林,2021-01-07 14:00,-5,,29,
192,柳林,2021-01-07 15:00,-5.4,,29,
192,柳林,2021-01-07 16:00,-5.2,,32,
192,柳林,2021-01-07 17:00,-6.4,,31,
192,柳林,2021-01-07 18:00,-7.5,,30,
192,柳林,2021-01-07 19:00,-8.2,,32,
192,柳林,2021-01-07 20:00,-8.9,,32,
192,柳林,2021-01-07 21:00,-10.1,,36,
192,柳林,2021-01-07 22:00,-10.2,,36,
192,柳林,2021-01-07 23:00,-10.8,,39,
192,柳林,2021-01-08 00:00,-12.1,,46,
192,柳林,2021-01-08 01:00,-12.5,,51,
192,柳林,2021-01-08 02:00,-12.9,,54,
192,柳林,2021-01-08 03:00,-13.5,,61,
192,柳林,2021-01-08 04:00,-14.4,,63,
192,柳林,2021-01-08 05:00,-14.2,,65,
192,柳林,2021-01-08 06:00,-14.7,,69,
192,柳林,2021-01-08 07:00,-14.5,,67,
192,柳林,2021-01-08 08:00,-14,,63,
192,柳林,2021-01-08 09:00,-11.2,,48,
192,柳林,2021-01-08 10:00,-8.7,,44,
192,柳林,2021-01-08 11:00,-6.7,,36,
192,柳林,2021-01-08 12:00,-5.4,,34,
192,柳林,2021-01-08 13:00,-3.8,,32,
192,柳林,2021-01-08 14:00,-3.1,,28,
192,柳林,2021-01-08 15:00,-1.9,,30,
192,柳林,2021-01-08 16:00,-2.4,,34,
192,柳林,2021-01-08 17:00,-4.5,,37,
192,柳林,2021-01-08 18:00,-5.9,,42,
192,柳林,2021-01-08 19:00,-6.4,,41,
192,柳林,2021-01-08 20:00,-7.1,,41,
192,柳林,2021-01-08 21:00,-8.8,,44,
192,柳林,2021-01-08 22:00,-9.2,,45,
192,柳林,2021-01-08 23:00,-10,,49,
192,柳林,2021-01-09 00:00,-11.4,,56,
192,柳林,2021-01-09 01:00,-12.1,,61,
192,柳林,2021-01-09 02:00,-12.2,,60,
192,柳林,2021-01-09 03:00,-13.2,,66,
192,柳林,2021-01-09 04:00,-13.6,,70,
192,柳林,2021-01-09 05:00,-14,,75,
192,柳林,2021-01-09 06:00,-14.1,,76,
192,柳林,2021-01-09 07:00,-14.7,,79,
192,柳林,2021-01-09 08:00,-14.2,,79,
192,柳林,2021-01-09 09:00,-11.1,,72,
192,柳林,2021-01-09 10:00,-7.3,,61,
192,柳林,2021-01-09 11:00,-5.4,,47,
192,柳林,2021-01-09 12:00,-3.4,,40,
192,柳林,2021-01-09 13:00,-2,,36,
192,柳林,2021-01-09 14:00,-.7,,35,
192,柳林,2021-01-09 15:00,.4,,32,
192,柳林,2021-01-09 16:00,.2,,33,
192,柳林,2021-01-09 17:00,-.8,,37,
192,柳林,2021-01-09 18:00,-2.6,,41,
192,柳林,2021-01-09 19:00,-3.8,,43,
192,柳林,2021-01-09 20:00,-4.6,,44,
192,柳林,2021-01-09 21:00,-5.5,,45,
192,柳林,2021-01-09 22:00,-6.3,,48,
192,柳林,2021-01-09 23:00,-6.2,,49,
192,柳林,2021-01-10 00:00,-6.5,,51,
192,柳林,2021-01-10 01:00,-6.6,,52,
192,柳林,2021-01-10 02:00,-8.5,,59,
192,柳林,2021-01-10 03:00,-10,,68,
192,柳林,2021-01-10 04:00,-11,,75,
192,柳林,2021-01-10 05:00,-11.9,,79,
192,柳林,2021-01-10 06:00,-12.4,,80,
192,柳林,2021-01-10 07:00,-12.6,,80,
192,柳林,2021-01-10 08:00,-12.5,,83,
192,柳林,2021-01-10 09:00,-9.5,,76,
192,柳林,2021-01-10 10:00,-6,,65,
192,柳林,2021-01-10 11:00,-3.1,,56,
192,柳林,2021-01-10 12:00,-1.6,,51,
192,柳林,2021-01-10 13:00,.4,,44,
192,柳林,2021-01-10 14:00,1.5,,42,
192,柳林,2021-01-10 15:00,1.5,,45,
192,柳林,2021-01-10 16:00,1.8,,44,
192,柳林,2021-01-10 17:00,1.7,,47,
192,柳林,2021-01-10 18:00,-.9,,59,
192,柳林,2021-01-10 19:00,-2.3,,63,
192,柳林,2021-01-10 20:00,-3.5,,69,
192,柳林,2021-01-10 21:00,-4.9,,73,
192,柳林,2021-01-10 22:00,-6,,78,
192,柳林,2021-01-10 23:00,-7.1,,80,
192,柳林,2021-01-11 00:00,-7,,82,
192,柳林,2021-01-11 01:00,-7,,82,
192,柳林,2021-01-11 02:00,-7,,83,
192,柳林,2021-01-11 03:00,-6.8,,84,
192,柳林,2021-01-11 04:00,-7.3,,85,
192,柳林,2021-01-11 05:00,-7.4,,86,
192,柳林,2021-01-11 06:00,-7.4,,85,
192,柳林,2021-01-11 07:00,-7.2,,84,
192,柳林,2021-01-11 08:00,-7,,83,
192,柳林,2021-01-11 09:00,-5.6,,79,
192,柳林,2021-01-11 10:00,-3,,64,
192,柳林,2021-01-11 11:00,-1.9,,61,
192,柳林,2021-01-11 12:00,-.6,,55,
192,柳林,2021-01-11 13:00,.6,,51,
192,柳林,2021-01-11 14:00,.8,,52,
192,柳林,2021-01-11 15:00,1.1,,52,
192,柳林,2021-01-11 16:00,1.2,,51,
192,柳林,2021-01-11 17:00,1.1,,56,
192,柳林,2021-01-11 18:00,.5,,54,
192,柳林,2021-01-11 19:00,-.5,,58,
192,柳林,2021-01-11 20:00,-1,,63,
192,柳林,2021-01-11 21:00,-2.2,,66,
192,柳林,2021-01-11 22:00,-3.8,,73,
192,柳林,2021-01-11 23:00,-4.3,,75,
192,柳林,2021-01-12 00:00,-5.1,,78,
192,柳林,2021-01-12 01:00,-6.5,,82,
192,柳林,2021-01-12 02:00,-7.2,,87,
192,柳林,2021-01-12 03:00,-8,,86,
192,柳林,2021-01-12 04:00,-8.6,,89,
192,柳林,2021-01-12 05:00,-9.1,,90,
192,柳林,2021-01-12 06:00,-9.5,,89,
192,柳林,2021-01-12 07:00,-9.9,,90,
192,柳林,2021-01-12 08:00,-9.9,,89,
192,柳林,2021-01-12 09:00,-7.1,,87,
192,柳林,2021-01-12 10:00,-3.7,,78,
192,柳林,2021-01-12 11:00,-.5,,66,
192,柳林,2021-01-12 12:00,1.6,,57,
192,柳林,2021-01-12 13:00,3.8,,42,
192,柳林,2021-01-12 14:00,4.3,,41,
192,柳林,2021-01-12 15:00,5,,34,
192,柳林,2021-01-12 16:00,4.6,,38,
192,柳林,2021-01-12 17:00,3.7,,44,
192,柳林,2021-01-12 18:00,1.6,,50,
192,柳林,2021-01-12 19:00,0,,59,
192,柳林,2021-01-12 20:00,-.7,,63,
192,柳林,2021-01-12 21:00,-.3,,66,
192,柳林,2021-01-12 22:00,1.1,,60,
192,柳林,2021-01-12 23:00,1.2,,64,
192,柳林,2021-01-13 00:00,1.7,,64,
192,柳林,2021-01-13 01:00,2,,66,
192,柳林,2021-01-13 02:00,1.2,,72,
192,柳林,2021-01-13 03:00,1.1,,73,
192,柳林,2021-01-13 04:00,-2.7,,80,
192,柳林,2021-01-13 05:00,-3.5,,82,
192,柳林,2021-01-13 06:00,-4.2,,84,
192,柳林,2021-01-13 07:00,-4.6,,86,
192,柳林,2021-01-13 08:00,-4.8,,86,
192,柳林,2021-01-13 09:00,-2.9,,84,
192,柳林,2021-01-13 10:00,.2,,76,
192,柳林,2021-01-13 11:00,3.4,,66,
192,柳林,2021-01-13 12:00,7.5,,55,
192,柳林,2021-01-13 13:00,10.6,,44,
192,柳林,2021-01-13 14:00,11.3,,42,
192,柳林,2021-01-13 15:00,11.6,,41,
192,柳林,2021-01-13 16:00,11.6,,40,
192,柳林,2021-01-13 17:00,11.1,,43,
192,柳林,2021-01-13 18:00,10.4,,47,
192,柳林,2021-01-13 19:00,9.7,,52,
192,柳林,2021-01-13 20:00,6,,63,
192,柳林,2021-01-13 21:00,2.5,,74,
192,柳林,2021-01-13 22:00,1,,82,
192,柳林,2021-01-13 23:00,3.1,,79,
192,柳林,2021-01-14 00:00,1.2,,81,
192,柳林,2021-01-14 01:00,.6,,80,
192,柳林,2021-01-14 02:00,-1.3,,88,
192,柳林,2021-01-14 03:00,-1.8,,90,
192,柳林,2021-01-14 04:00,-3,,90,
192,柳林,2021-01-14 05:00,-3.7,,92,
192,柳林,2021-01-14 06:00,-3.5,,94,
192,柳林,2021-01-14 07:00,-4,,94,
192,柳林,2021-01-14 08:00,-4,,94,
192,柳林,2021-01-14 09:00,-1.8,,92,
192,柳林,2021-01-14 10:00,1.2,,83,
192,柳林,2021-01-14 11:00,5.1,,69,
192,柳林,2021-01-14 12:00,9.3,,55,
192,柳林,2021-01-14 13:00,10.9,,38,
192,柳林,2021-01-14 14:00,11.9,,34,
192,柳林,2021-01-14 15:00,12.6,,32,
192,柳林,2021-01-14 16:00,12.1,,34,
192,柳林,2021-01-14 17:00,9.9,,43,
192,柳林,2021-01-14 18:00,9.1,,42,
192,柳林,2021-01-14 19:00,5.5,,56,
192,柳林,2021-01-14 20:00,2.5,,67,
192,柳林,2021-01-14 21:00,1.5,,73,
192,柳林,2021-01-14 22:00,1,,80,
192,柳林,2021-01-14 23:00,2.2,,78,
192,柳林,2021-01-15 00:00,.9,,81,
192,柳林,2021-01-15 01:00,1.2,,82,
192,柳林,2021-01-15 02:00,.8,,83,
192,柳林,2021-01-15 03:00,.6,,84,
192,柳林,2021-01-15 04:00,.5,,85,
192,柳林,2021-01-15 05:00,-.5,,86,
192,柳林,2021-01-15 06:00,-1.2,,87,
192,柳林,2021-01-15 07:00,-1.6,,90,
192,柳林,2021-01-15 08:00,-.7,,87,
192,柳林,2021-01-15 09:00,1.5,,80,
192,柳林,2021-01-15 10:00,3.1,,71,
192,柳林,2021-01-15 11:00,6.7,,60,
192,柳林,2021-01-15 12:00,14.7,,58,
192,柳林,2021-01-15 13:00,14.6,,60,
192,柳林,2021-01-15 14:00,14.6,,60,
192,柳林,2021-01-15 15:00,15.3,,57,
192,柳林,2021-01-15 16:00,15.5,,57,
192,柳林,2021-01-15 17:00,15,,60,
192,柳林,2021-01-15 18:00,13.5,,65,
192,柳林,2021-01-15 19:00,13,,68,
192,柳林,2021-01-15 20:00,12.8,,69,
192,柳林,2021-01-15 21:00,10,,81,
192,柳林,2021-01-15 22:00,6.9,,86,
192,柳林,2021-01-15 23:00,8.3,,79,
192,柳林,2021-01-16 00:00,5.9,,86,
192,柳林,2021-01-16 01:00,4.6,,87,
192,柳林,2021-01-16 02:00,5.5,,80,
192,柳林,2021-01-16 03:00,3.4,,90,
192,柳林,2021-01-16 04:00,4.8,,52,
192,柳林,2021-01-16 05:00,1.6,,63,
192,柳林,2021-01-16 06:00,.6,,61,
192,柳林,2021-01-16 07:00,-.3,,61,
192,柳林,2021-01-16 08:00,-1.4,,69,
192,柳林,2021-01-16 09:00,1,,64,
192,柳林,2021-01-16 10:00,4,,44,
192,柳林,2021-01-16 11:00,5.1,,39,
192,柳林,2021-01-16 12:00,6.8,,30,
192,柳林,2021-01-16 13:00,6.5,,29,
192,柳林,2021-01-16 14:00,7,,28,
192,柳林,2021-01-16 15:00,8,,19,
192,柳林,2021-01-16 16:00,6.3,,25,
192,柳林,2021-01-16 17:00,4.2,,28,
192,柳林,2021-01-16 18:00,2,,35,
192,柳林,2021-01-16 19:00,1.1,,40,
192,柳林,2021-01-16 20:00,.1,,46,
192,柳林,2021-01-16 21:00,-.7,,47,
192,柳林,2021-01-16 22:00,-1.3,,46,
192,柳林,2021-01-16 23:00,-1.5,,42,
192,柳林,2021-01-17 00:00,-1.9,,43,
192,柳林,2021-01-17 01:00,-1,,29,
192,柳林,2021-01-17 02:00,-1.8,,31,
192,柳林,2021-01-17 03:00,-1.9,,29,
192,柳林,2021-01-17 04:00,-2,,32,
192,柳林,2021-01-17 05:00,-2,,43,
192,柳林,2021-01-17 06:00,-2.5,,45,
192,柳林,2021-01-17 07:00,-3,,47,
192,柳林,2021-01-17 08:00,-3.5,,49,
192,柳林,2021-01-17 09:00,-2.1,,44,
192,柳林,2021-01-17 10:00,-.4,,39,
192,柳林,2021-01-17 11:00,.5,,27,
192,柳林,2021-01-17 12:00,1.1,,25,
192,柳林,2021-01-17 13:00,1.4,,23,
192,柳林,2021-01-17 14:00,2.3,,20,
192,柳林,2021-01-17 15:00,2.9,,21,
192,柳林,2021-01-17 16:00,2.7,,20,
192,柳林,2021-01-17 17:00,1.8,,24,
192,柳林,2021-01-17 18:00,.4,,29,
192,柳林,2021-01-17 19:00,-1.7,,40,
192,柳林,2021-01-17 20:00,-3.5,,45,
192,柳林,2021-01-17 21:00,-4.1,,50,
192,柳林,2021-01-17 22:00,-5.2,,56,
192,柳林,2021-01-17 23:00,-6,,60,
192,柳林,2021-01-18 00:00,-6.4,,62,
192,柳林,2021-01-18 01:00,-7.2,,66,
192,柳林,2021-01-18 02:00,-7.4,,67,
192,柳林,2021-01-18 03:00,-8,,72,
192,柳林,2021-01-18 04:00,-8.1,,72,
192,柳林,2021-01-18 05:00,-7.2,,72,
192,柳林,2021-01-18 06:00,-6.7,,72,
192,柳林,2021-01-18 07:00,-6.9,,74,
192,柳林,2021-01-18 08:00,-6.4,,76,
192,柳林,2021-01-18 09:00,-4.9,0,82,
192,柳林,2021-01-18 10:00,-3.3,,82,.3
192,柳林,2021-01-18 11:00,-.1,,81,
192,柳林,2021-01-18 12:00,3.2,0,77,
192,柳林,2021-01-18 13:00,3,,82,
192,柳林,2021-01-18 14:00,3.3,,81,
192,柳林,2021-01-18 15:00,4.8,.2,57,
192,柳林,2021-01-18 16:00,4.9,,50,
192,柳林,2021-01-18 17:00,5,,45,
192,柳林,2021-01-18 18:00,4.9,,35,
192,柳林,2021-01-18 19:00,4.3,,39,
192,柳林,2021-01-18 20:00,2.8,,49,
192,柳林,2021-01-18 21:00,1.7,,42,
192,柳林,2021-01-18 22:00,.3,,42,
192,柳林,2021-01-18 23:00,-.4,,43,
192,柳林,2021-01-19 00:00,-1.3,,44,
192,柳林,2021-01-19 01:00,-1.6,,44,
192,柳林,2021-01-19 02:00,-2.4,,44,
192,柳林,2021-01-19 03:00,-3,,45,
192,柳林,2021-01-19 04:00,-3.5,,47,
192,柳林,2021-01-19 05:00,-5.5,,57,
192,柳林,2021-01-19 06:00,-6.9,,63,
192,柳林,2021-01-19 07:00,-7.5,,67,
192,柳林,2021-01-19 08:00,-8.2,,69,
192,柳林,2021-01-19 09:00,-4.2,,58,
192,柳林,2021-01-19 10:00,-2.3,,48,
192,柳林,2021-01-19 11:00,-.6,,41,
192,柳林,2021-01-19 12:00,1,,40,
192,柳林,2021-01-19 13:00,2.3,,33,
192,柳林,2021-01-19 14:00,5.1,,26,
192,柳林,2021-01-19 15:00,5.5,,22,
192,柳林,2021-01-19 16:00,5.5,,23,
192,柳林,2021-01-19 17:00,4.5,,23,
192,柳林,2021-01-19 18:00,1.4,,26,
192,柳林,2021-01-19 19:00,-1.4,,39,
192,柳林,2021-01-19 20:00,-2.5,,40,
192,柳林,2021-01-19 21:00,-3.3,,42,
192,柳林,2021-01-19 22:00,-4.3,,48,
192,柳林,2021-01-19 23:00,-5.4,,51,
192,柳林,2021-01-20 00:00,-6,,56,
192,柳林,2021-01-20 01:00,-6.6,,59,
192,柳林,2021-01-20 02:00,-7.5,,63,
192,柳林,2021-01-20 03:00,-7.7,,65,
192,柳林,2021-01-20 04:00,-8.4,,69,
192,柳林,2021-01-20 05:00,-8.5,,69,
192,柳林,2021-01-20 06:00,-8.9,,72,
192,柳林,2021-01-20 07:00,-8.9,,73,
192,柳林,2021-01-20 08:00,-9,,74,
192,柳林,2021-01-20 09:00,-5.5,,65,
192,柳林,2021-01-20 10:00,-1.9,,51,
192,柳林,2021-01-20 11:00,1.5,,37,
192,柳林,2021-01-20 12:00,4.8,,31,
192,柳林,2021-01-20 13:00,7.2,,31,
192,柳林,2021-01-20 14:00,8.5,,41,
192,柳林,2021-01-20 15:00,10.1,,44,
192,柳林,2021-01-20 16:00,10.1,,44,
192,柳林,2021-01-20 17:00,8.7,,50,
192,柳林,2021-01-20 18:00,6.7,,61,
