일자,밥,국,메인,반찬,구분,국분류,메뉴분류
2016-02-22,밥,옹심이만두국,떡갈비조림,청포묵무침,석식,국,육류
2016-02-23,밥,콩비지찌개,해물까스&타르타르소스,볶음쌀국수,석식,국,해산물
2016-02-24,밥,열무된장국,매운돼지갈비찜,멸치호두볶음,석식,찜,육류
2016-02-25,김밥,잔치국수,교자만두,찜),석식,찜,육류
2016-02-26,밥,닭개장,삼치구이,꽃맛살볶음,석식,국,해산물
2016-02-29,밥,버섯들깨탕,꽁치한마리구이,두부양념조림,석식,탕,해산물
2016-03-02,밥,된장찌개,버섯불고기,콩나물겨자채,석식,찌개,육류
2016-03-03,멸치주먹밥,우동,떡볶이,군고구마,석식,우동,기타
2016-03-04,밥,오징어국,미트볼조림,옥수수전,석식,국,육류
2016-03-07,밥,대구찌개,돈육굴소스볶음,감자채볶음,석식,찌개,육류
2016-03-08,카레덮밥,가쯔오장국,수제고로케*케찹,과일샐러드,석식,국,기타
2016-03-09,밥,육개장,생선까스*탈탈소스,야채계란찜,석식,찜,해산물
2016-03-10,볶음밥,짬뽕,개성감자만두,타코야끼,석식,국수,육류
2016-03-11,밥,연두부탕,코다리무조림,고추잡채*꽃빵,석식,탕,해산물
2016-03-14,밥,달래된장찌개,간장찜닭,통도라지구이,석식,찜,조류
2016-03-15,짜장잡채덮밥,계란파국,참치야채전,꽃맛살샐러드,석식,국,해산물
2016-03-16,밥,뼈해장국,해물청경채볶음,버섯메밀전,석식,국,해산물
2016-03-17,토마토스파게티,양송이스프,미니햄버거,단호박범벅,석식,스프,육류
2016-03-18,밥,닭곰탕,임연수찜,어묵곤약볶음,석식,찜,해산물
2016-03-21,밥,수제비국,아귀콩나물찜,새송이버섯볶음,석식,찜,기타
2016-03-22,굴소스파인볶음밥,가쯔오장국,찹쌀순대볶음,궁중떡찜,석식,찜,육류
2016-03-23,밥,알탕,동그랑땡전,마파두부,석식,탕,기타
2016-03-24,참치회덮밥,미소장국,군만두,콘샐러드,석식,국,육류
2016-03-25,밥,냉이된장찌개,누룽지탕수육,감자채볶음,석식,탕,육류
2016-03-28,밥,콩비지찌개,유산슬,해물까스*탈탈소스,석식,찌개,해산물
2016-03-29,햄볶음밥,유부장국,돈육씨앗강정,해초무침,석식,국,육류
2016-03-30,밥,어묵국,등갈비김치찜,청포묵무침,석식,찜,육류
2016-03-31,주먹밥,잔치국수,또띠아피자,과일샐러드,석식,국,기타
2016-04-01,밥,쇠고기미역국,순살깐풍기,계란찜,석식,찜,조류
2016-04-04,밥,된장찌개,고등어조림,고기전,석식,찌개,해산물
2016-04-05,김치볶음밥,가쯔오장국,감자치즈구이,꽃맛살샐러드,석식,국,해산물
2016-04-06,밥,매운버섯국,찜닭,탕평채,석식,탕,조류
2016-04-07,김밥,우동,야채튀김,조각사과,석식,우동,기타
2016-04-08,밥,오징어국,미니함박,멸치호두볶음,석식,국,육류
2016-04-11,밥,쇠고기무국,가자미찜,계란야채말이,석식,찜,해산물
2016-04-12,치킨마요덮밥,유부주머니국,떡볶이,단무지무침,석식,국,조류
2016-04-14,비빔밥,팽이버섯장국,새우또띠아,견과류조림,석식,국,해산물
2016-04-15,밥,들깨미역국,수제돈가스,감자범벅,석식,국,육류
2016-04-18,밥,꽃게탕,유산슬,야채계란찜,석식,찜,해산물
2016-04-19,낙지비빔밥,유부장국,새싹피자,과일샐러드,석식,국,해산물
2016-04-20,밥,어묵국,닭볶음탕,새송이버섯전,석식,탕,조류
2016-04-21,오므라이스,팽이버섯국,해물까스*탈탈소스,쫄면무침,석식,국수,해산물
2016-04-22,밥,순두부찌개,탕수어,꽃맛살볶음,석식,탕,해산물
2016-04-25,밥,알탕,순살깐풍기,모둠묵*양념장,석식,탕,조류
2016-04-26,짜장덮밥,맑은국,쇠고기퀘사디아,오이무침,석식,국,육류
2016-04-27,밥,청국장찌개,코다리무조림,비엔나케찹볶음,석식,찌개,해산물
2016-04-28,참치주먹밥,비빔메밀국수,가쯔오장국,탕수만두,석식,탕,해산물
2016-04-29,밥,들깨버섯탕,고추잡채*꽃빵,두부계란구이,석식,탕,조류
2016-05-02,밥,북어국,고추장불고기,모듬양채쌈,석식,국,육류
2016-05-03,밥,부대찌개*라면사리,탕수육,삼치구이,석식,탕,육류
2016-05-04,카레덮밥,미소장국,수제미니햄버거,오이소박이,석식,국,육류
2016-05-09,밥,닭개장,가자미튀김,모둠소시지구이,석식,국,해산물
2016-05-10,김치볶음밥/계란,가쯔오국,찹쌀순대볶음,감자만두,석식,국,육류
2016-05-11,밥,콩비지찌개,해물누룽지탕,치즈계란말이,석식,탕,해산물
2016-05-12,돈까스김밥,잔치국수,멕시칸샐러드,마늘쫑무침,석식,국,육류
2016-05-13,밥,쇠고기무국,코다리강정,잡채,석식,국,해산물
2016-05-16,밥,닭곰탕,주꾸미볶음,두부계란부침,석식,탕,해산물
2016-05-17,유부초밥,우동,떡볶이,군만두,석식,우동,육류
2016-05-18,밥,뼈해장국,황태양념구이,메추리알조림,석식,국,해산물
2016-05-19,새우살볶음밥,팽이장국,사천식탕수육,콩나물무침,석식,탕,육류
2016-05-20,밥,육개장,꽁치허브구이,비엔나케찹볶음,석식,국,해산물
2016-05-23,밥,수제비국,데리야끼파닭,새송이버섯볶음,석식,국,조류
2016-05-24,참치회덮밥,맑은국,고구마치즈구이,락교,석식,국,해산물
2016-05-25,밥,된장찌개,등갈비김치찜,해물까스*탈탈소스,석식,찜,육류
2016-05-26,짜장잡채밥,계란파국,춘권*칠리소스,과일샐러드,석식,국,조류
2016-05-27,밥,꽃게탕,돈육청경채볶음,계란말이,석식,탕,육류
2016-05-30,밥,해물순두부찌개,미니함박조림,도토리묵무침,석식,찌개,육류
2016-05-31,참치주먹밥,쌀국수,수제고로케*케찹,꽃맛살샐러드,석식,국,해산물
2016-06-01,밥,어묵국,고추장불고기,감자채햄볶음,석식,국,육류
2016-06-02,날치알볶음밥,유부장국,고추잡채*꽃빵,땅콩조림,석식,국,해산물
2016-06-03,밥,시래기국,수제돈까스,단호박범벅/오이피클,석식,국,육류
2016-06-07,콩나물밥*양념장,가쯔오장국,미트볼케찹조림,계란찜,석식,찜,육류
2016-06-08,밥,육개장,자반고등어구이,우엉잡채,석식,국,해산물
2016-06-09,충무김밥,열무물국수,오징어무침,야채튀김,석식,국,해산물
2016-06-10,밥,어묵국,버섯불고기,두부조림,석식,국,육류
2016-06-13,밥,들깨버섯탕,삼치데리야끼구이,햄맛살볶음,석식,탕,해산물
2016-06-14,오므라이스,미소장국,훈제오리냉채,군만두,석식,국,조류
2016-06-15,밥,닭개장,해물청경채볶음,계란말이,석식,국,해산물
2016-06-16,유부초밥,냉모밀국수,치킨핑거*요거트D,떡볶이,석식,국,조류
2016-06-17,밥,소고기미역국,유산슬,해물가스*탈탈소스,석식,국,해산물
2016-06-20,밥,호박잎찌개,쇠불고기,두부계란부침,석식,찌개,육류
2016-06-21,김밥/맑은국,비빔국수,콘샐러드,찐햇감자,석식,국,기타
2016-06-22,밥,닭곰탕,찹쌀순대볶음,연근땅콩조림,석식,탕,육류
2016-06-23,작은밥/맑은국,토마토스파게티,양송이스프,쇠고기퀘사디아,석식,스프,해산물
2016-06-24,밥,순두부찌개,해물누룽지탕,버섯메밀전,석식,탕,해산물
2016-06-27,밥,김치찌개,모둠장조림,주꾸미초무침,석식,찌개,육류
2016-06-28,볶음밥/짜장소스,계란국,탕수만두,멕시칸샐러드,석식,탕,육류
2016-06-29,밥,청국장찌개,아귀콩나물찜,비엔나컬리플라워볶음,석식,찜,육류
2016-06-30,주먹밥,김치말이국수,감자버터구이,견과류조림,석식,국,기타
2016-07-01,밥,차돌박이된장찌개,깐풍기,옥수수전,석식,찌개,조류
2016-07-04,밥,열무된장국,닭볶음탕,궁중떡찜,석식,찜,조류
2016-07-05,굴소스파인볶음밥,맑은국,탕수어,쫄면무침,석식,국수,해산물
2016-07-06,밥,시금치국,오징어볶음,새우까스*탈탈소스,석식,국,해산물
2016-07-07,밥,함박스테이크,단호박스프,옥수수감자범벅,석식,스프,육류
2016-07-08,밥,알탕,고추잡채*꽃빵,동그랑땡전,석식,탕,기타
2016-07-11,밥,부대찌개,가자미튀김,고기전,석식,찌개,해산물
2016-07-12,볶음밥,쌀국수,수제핫도그,홍시드레싱샐러드,석식,국,기타
2016-07-13,밥,쇠고기샤브국,황태양념구이,베이컨계란말이,석식,국,해산물
2016-07-14,멸치주먹밥,물냉면,과일샐러드,무초절임,석식,국수,기타
2016-07-15,밥,오징어국,쇠고기장조림,어묵볶음,석식,국,육류
2016-07-18,밥,느타리버섯국,고등어카레구이,비엔나감자볶음,석식,국,해산물
2016-07-19,콩나물밥,맑은국,너비아니*부추생채,실곤약초무침,석식,국,육류
2016-07-20,밥,동태찌개,치킨핑거,버섯메밀전,석식,찌개,조류
2016-07-21,볶음밥*자장소스,계란파국,유산슬,크랜베리단호박샐러드,석식,국,해산물
2016-07-22,밥,돈육김치찌개,깐풍기,옥수수전,석식,찌개,조류
2016-07-25,밥,콩가루배추국,돈까스,꽈리고추어묵조림,석식,국,육류
2016-07-26,충무김밥,잔치국수,오징어무침,열대과일샐러드,석식,국,해산물
2016-07-27,밥,어묵국,닭볶음탕,모둠버섯볶음,석식,탕,조류
2016-07-28,카레라이스,맑은국,순대야채볶음,연두부*양념,석식,국,육류
2016-07-29,밥,아욱국,등뼈묵은지찜,해물파전,석식,찜,육류
2016-08-01,밥,콩나물국,소불고기,날치알계란찜,석식,찜,육류
2016-08-02,밥,짬뽕수제비국,모둠장조림,가자미찜,석식,찜,육류
2016-08-03,주먹밥,냉모밀국수,소고기퀘사디아,단무지/락교,석식,국,육류
2016-08-04,오므라이스,가쯔오장국,떡볶이,양장피잡채,석식,국,기타
2016-08-05,밥,쇠고기무국,쭈꾸미볶음,두부구이*양념장,석식,국,해산물
2016-08-08,밥,북어국,찜닭,탕평채,석식,탕,조류
2016-08-09,작은밥,콩국수,멕시칸샐러드,찐감자/수박,석식,국,기타
2016-08-10,밥,닭개장,해물청경채볶음,옥수수전,석식,국,해산물
2016-08-11,볶음밥,스파게티/크림스프,치킨텐더,마늘바게뜨/음료,석식,스프,조류
2016-08-12,밥,김치찌개,삼치된장구이,모듬소세지구이,석식,찌개,해산물
2016-08-16,김밥볶음밥,미소장국,과일샐러드,비빔야채만두,석식,국,육류
2016-08-17,밥,콩비지찌개,돈육굴소스볶음,날치알계란찜,석식,찜,육류
2016-08-18,유부초밥,김치우동,왕새우튀김,단무지,석식,우동,해산물
2016-08-19,밥,된장찌개,훈제오리/무쌈/양파절임,감자카레볶음,석식,찌개,조류
2016-08-22,밥,무채국,돈육볶음,볼어묵조림,석식,국,육류
2016-08-23,김치볶음밥,유부장국,허니버터옥수수,닭가슴살장조림,석식,국,육류
2016-08-24,밥,감자국,등갈비김치찜,해파리냉채,석식,찜,육류
2016-08-25,콩국수,작은밥,춘권,단호박조림,석식,국,기타
2016-08-26,밥,콩나물냉국,주꾸미볶음,메밀전병만두,석식,국,해산물
2016-08-29,밥,차돌박이찌개,닭갈비,새송이버섯전,석식,찌개,육류
2016-08-30,굴소스해물볶음밥,맑은국,수제고로케*케찹,망고드레싱샐러드,석식,국,해산물
2016-08-31,밥,청국장찌개,깐풍육,황태양념구이,석식,찌개,육류
2016-09-01,참치주먹밥,로제파스타/스프,고구마치즈구이,오이피클/절인고추,석식,스프,해산물
2016-09-02,밥,알탕,돈육장조림,새싹두부구이,석식,탕,육류
2016-09-05,밥,어묵국,제육볶음,실곤약흑임자무침,석식,국,육류
2016-09-06,볶음밥/짜장소스,유부장국,멕시칸샐러드,찹쌀도너츠,석식,국,기타
2016-09-07,밥,얼갈이된장국,닭오븐구이,김치녹두전,석식,국,조류
2016-09-08,김밥,잔치국수,새우까스*타르타르,꽃맛살샐러드,석식,국,해산물
2016-09-09,밥,쇠고기미역국,자반고등어구이,미트볼케찹조림,석식,국,해산물
2016-09-12,볶음밥,쌀국수,미니햄버거,요플레,석식,국,육류
2016-09-13,밥,참치김치찌개,주꾸미볶음,모듬묵*양념장,석식,찌개,해산물
2016-09-19,밥,수제비국,탕평채,탕평채,석식,탕,기타
2016-09-20,콩나물밥,맑은국,장어강정,마늘쫑볶음,석식,국,해산물
2016-09-21,밥,고추장찌개,쇠고기모둠장조림,해물파전,석식,찌개,육류
2016-09-22,유부초밥,꼬지어묵우동,모듬떡볶이,맛탕,석식,탕,육류
2016-09-23,밥,콩나물국,수제돈까스,통도라지구이,석식,국,육류
2016-09-26,밥,무채맑은국,갈치조림,두부계란부침,석식,국,해산물
2016-09-27,쇠고기숙주규동덮밥,미소장국,탕수어,또띠아칩,석식,탕,해산물
2016-09-28,밥,조갯살미역국,미니채소떡갈비,홍어채무침,석식,국,육류
2016-09-29,충무김밥,잔치국수,오징어무침,군고구마,석식,국,해산물
2016-09-30,밥,근대된장국,돈육강정,계란찜,석식,찜,육류
2016-10-04,밥,콩비지찌개,닭볶음,해파리냉채,석식,찌개,조류
2016-10-05,밥,순두부찌개,미니함박조림,실곤약초무침,석식,찌개,육류
2016-10-06,작은밥,짬뽕,군만두,과일샐러드,석식,국수,육류
2016-10-07,밥,육개장,코다리엿장조림,옥수수전,석식,국,육류
2016-10-10,밥,콩나물국,돈육굴소스볶음,삼치조림,석식,국,육류
2016-10-11,김치볶음밥,미소장국,궁중떡볶음,옥수수맛탕,석식,탕,육류
2016-10-12,밥,황태국,닭오븐구이,비엔나감자볶음,석식,국,조류
2016-10-13,통새우김밥,어묵우동,찹쌀순대볶음,단무지무침,석식,우동,육류
2016-10-14,밥,부대찌개,탕수어,두부새싹구이,석식,탕,해산물
2016-10-17,밥,해물된장찌개,닭매운찜,고기전,석식,찜,조류
2016-10-18,나가사키면&김,참치주먹밥,개성감자만두,꽃맛살샐러드,석식,국수,육류
2016-10-19,밥,어묵국,돼지갈비찜,오징어&브로컬리숙회,석식,찜,육류
2016-10-20,옛날왕돈까스,옥수수스프,샐러드파스타,감자치즈오븐구이,석식,스프,육류
2016-10-21,밥,닭개장,해물청경채볶음,두부양념조림,석식,국,해산물
2016-10-24,밥,북어계란국,닭강정,해파리냉채,석식,국,조류
2016-10-25,오므라이스,가쯔오장국,훈제오리냉채,메추리알조림,석식,국,조류
2016-10-26,밥,쇠고기샤브국,가자미찜,진미채무침,석식,찜,해산물
2016-10-27,밥,바지락수제비,유산슬,멕시칸샐러드,석식,국,해산물
2016-10-28,밥,오징어국,떡갈비조림,마파두부,석식,국,육류
2016-10-31,밥,부대찌개,삼치구이,돈육잡채,석식,찌개,해산물
2016-11-01,짜장덮밥,해물짬뽕,군만두,과일샐러드,석식,국수,육류
2016-11-02,밥,청국장찌개,동파삼겹수육,마늘쫑볶음,석식,찌개,육류
2016-11-03,참치회덮밥,미소장국,새우또띠아/음료,콘샐러드,석식,국,해산물
2016-11-04,밥,순두부찌개,돈육굴소스볶음,황태양념구이,석식,찌개,육류
2016-11-07,밥,목살김치찌개,가자미튀김,비엔나감자볶음,석식,찌개,해산물
2016-11-08,낙지볶음덮밥,맑은국,언양식불고기,꽃맛살샐러드,석식,국,육류
2016-11-09,밥,뼈해장국,고등어양념구이,두부양념찜,석식,찜,해산물
2016-11-10,김밥,계란국,해물볶음우동,비빔야채만두,석식,우동,해산물
2016-11-11,밥,닭곰탕,미트볼떡조림,도토리묵무침,석식,탕,육류
2016-11-14,밥,콩나물국,매운돼지갈비찜,메추리알곤약조림,석식,찜,육류
2016-11-15,굴소스해물볶음밥,미소장국,미니햄버거,쫄면야채무침,석식,국수,육류
2016-11-16,밥,동태찌개,수제돈까스,통도라지구이,석식,찌개,육류
2016-11-17,생선초밥,우동,떡볶이,하와이안샐러드,석식,우동,해산물
2016-11-18,밥,육개장,탕수어,해파리겨자채,석식,탕,해산물
2016-11-21,밥,황태국,등갈비김치찜,궁중떡볶음,석식,찜,육류
2016-11-22,후난식볶음밥,팽이장국,새우까스*탈탈소스,찹쌀순대볶음,석식,국,해산물
2016-11-23,밥,소고기미역국,쭈꾸미볶음,고기전,석식,국,해산물
2016-11-24,멸치주먹밥,잔치국수,또띠아피자,브로컬리꽃맛살샐러드,석식,국,해산물
2016-11-25,밥,된장찌개,장어강정,옥수수전,석식,찌개,해산물
2016-11-28,밥,시금치된장국,닭강정,꽁치한마리구이,석식,국,조류
2016-11-29,참치주먹밥,짬뽕,야채튀김,홍시드레싱샐러드,석식,국수,해산물
2016-12-01,김치볶음밥,미소장국,수제고로케*케찹,갈비만두,석식,국,육류
2016-12-02,밥,오징어국,미니함박조림,연두부*양념장,석식,국,육류
2016-12-05,밥,매운감자국,소고기숙주볶음,코다리엿장조림,석식,국,육류
2016-12-06,유부초밥,쌀국수,단호박조림,핫도그/음료,석식,국,기타
2016-12-07,밥,부대찌개,유린기,잔멸치볶음,석식,찌개,육류
2016-12-08,김밥,계란국,해물볶음우동,과일샐러드,석식,우동,해산물
2016-12-09,밥,쇠고기무국,주꾸미볶음,모듬묵*양념장,석식,국,해산물
2016-12-12,밥,대구지리,유산슬,동그랑땡전,석식,탕,해산물
2016-12-13,주먹밥,양송이스프,토마토스파게티,새우또띠아,석식,스프,해산물
2016-12-14,밥,매생이굴국,간장찜닭,녹두전(김치),석식,찜,조류
2016-12-15,오므라이스,팽이장국,해물떡볶이,호빵/식혜,석식,국,해산물
2016-12-16,밥,미역국,등갈비김치찜,들깨버섯무침,석식,찜,육류
2016-12-19,밥,육개장,탕수어,쫄면야채무침,석식,국수,해산물
2016-12-20,충무김밥,잔치국수,오징어무침,고구마치즈구이,석식,국,해산물
2016-12-21,밥,알탕,돈육장조림,해물파전,석식,탕,육류
2016-12-22,작은밥,바지락수제비,사천식탕수육,메추리알조림,석식,탕,육류
2016-12-23,밥,돈육김치찌개,궁중떡볶음,고등어카레구이,석식,찌개,육류
2016-12-26,밥,청국장찌개,가자미양념찜,훈제오리냉채,석식,찜,해산물
2016-12-27,해물굴소스볶음밥,맑은국,돈육강정,흑임자시금치샐러드,석식,국,육류
2016-12-29,참치주먹밥,김치우동,쇠고기퀘사디아,구운채소,석식,우동,육류
2016-12-30,밥,봄동된장국,닭볶음탕,꼬막찜,석식,찜,조류
2017-01-02,밥,매운오징어국,목살간장조림,두부부침,석식,국,육류
2017-01-03,참치회덮밥,유부주머니국,수제고로케,멕시칸샐러드,석식,국,해산물
2017-01-04,밥,감자찌개,닭데리야끼구이,새송이버섯볶음,석식,찌개,조류
2017-01-05,마파두부덮밥,팽이장국,류산슬,비빔야채만두,석식,국,해산물
2017-01-06,밥,들깨무채국,등갈비묵은지찜,모듬소세지구이,석식,찜,육류
2017-01-09,밥,콩비지찌개,양파치킨,도토리묵무침,석식,찌개,조류
2017-01-10,김치참치주먹밥,가쯔오국,로제스파게티,딸기드레싱샐러드,석식,국,해산물
2017-01-11,밥,해물된장찌개,제육볶음,메밀전병만두,석식,찌개,육류
2017-01-12,밥,뼈감자탕,삼치된장구이,해파리냉채,석식,탕,해산물
2017-01-13,밥,시래기국,소고기장조림,김치전,석식,국,육류
2017-01-16,밥,감자국,매운돼지갈비찜,크랜베리멸치볶음,석식,찜,육류
2017-01-17,후난식볶음밥,맑은국,닭강정,고구마그라탕,석식,탕,조류
2017-01-18,밥,쇠고기샤브국,갈치양념조림,쫄면무침,석식,국수,해산물
2017-01-19,김밥,새우튀김우동,펜네베이컨샐러드,단무지무침,석식,우동,육류
2017-01-20,밥,부대찌개,해물청경채볶음,부추호박전,석식,찌개,해산물
2017-01-23,밥,쇠고기매운국,버섯탕수,꽁치한마리구이,석식,탕,육류
2017-01-24,멸치주먹밥,잔치국수,쇠고기퀘사디아,시금치흑임자샐러드,석식,국,육류
2017-01-26,밥,시래기들깨탕,돈육강정,메추리알곤약조림,석식,탕,육류
2017-01-31,김치볶음밥,꼬지어묵우동,해물까스*탈탈소스,콘샐러드,석식,우동,해산물
2017-02-01,밥,차돌박이찌개,장어강정,어묵꽈리고추볶음,석식,찌개,해산물
2017-02-02,쇠고기덮밥,장국,야채튀김,메쉬드포테이토,석식,국,육류
2017-02-03,밥,소고기무국,고등어김치말이,동그랑땡전,석식,국,해산물
2017-02-06,밥,사골우거지국,탕수어,모듬소세지구이,석식,탕,해산물
2017-02-07,밥,순두부찌개,돈육굴소스볶음,해물파전,석식,찌개,육류
2017-02-08,밥,열무된장국,삼겹살구이,두부찜,석식,찜,육류
2017-02-09,유부초밥,쌀국수,순대오징어볶음,푸실리샐러드,석식,국,육류
2017-02-10,밥,청국장찌개,미니함박조림,감자채볶음,석식,찌개,육류
2017-02-13,밥,부대찌개,고등어구이,비엔나감자볶음,석식,찌개,해산물
2017-02-14,짜장덮밥,맑은국,사천식탕수육,과일샐러드,석식,탕,육류
2017-02-15,밥,오징어국,돈육장조림,황태양념구이,석식,국,육류
2017-02-16,오므라이스,가쯔오장국,치킨텐더,떡볶이,석식,국,조류
2017-02-17,밥,콩비지찌개,고추잡채*꽃빵,계란말이,석식,찌개,조류
2017-02-20,밥,얼갈이된장국,간장찜닭,콩나물냉채,석식,찜,조류
2017-02-21,날치알김치볶음밥,미역장국,쇠고기퀘사디아,꽃맛살샐러드,석식,국,육류
2017-02-23,참치주먹밥,김치우동,케이준샐러드,단호박범벅,석식,우동,해산물
2017-02-24,밥,쇠고기샤브국,가자미양념찜,고기전,석식,찜,해산물
2017-02-27,밥,황태국,짬뽕불고기,연두부*양념장,석식,국수,육류
2017-02-28,김밥,꼬치어묵탕,쫄면야채무침,옥수수맛탕,석식,탕,기타
2017-03-02,후난식볶음밥,잔치국수,새우또띠아,견과류조림,석식,국,해산물
2017-03-03,밥,해물된장찌개,소고기모듬장조림,비엔나케찹볶음,석식,찌개,육류
2017-03-06,밥,김치두부국,쇠불고기,모듬묵*양념장,석식,국,육류
2017-03-07,참치야채비빔밥,맑은국,수제고로케,딸기생크림와플,석식,국,해산물
2017-03-08,밥,차돌박이찌개,코다리강정,돈육잡채,석식,찌개,해산물
2017-03-09,김밥볶음밥,팽이장국,볶음우동,봄나물튀김,석식,우동,기타
2017-03-10,밥,미역국,궁중떡찜,양배추쌈,석식,찜,육류
2017-03-13,밥,육개장,갈치조림,모듬소시지구이,석식,국,해산물
2017-03-14,콩나물밥,가쯔오장국,주꾸미볶음,메추리알조림,석식,국,해산물
2017-03-15,밥,북어계란국,등갈비김치찜,새싹두부구이,석식,찜,육류
2017-03-16,멸치주먹밥,김치말이국수,훈제오리냉채,꽃맛살샐러드,석식,국,조류
2017-03-17,밥,열무된장국,미니함박조림,마파두부,석식,국,육류
2017-03-20,밥,매운버섯국,누룽지탕수육,브로컬리오징어숙회,석식,탕,육류
2017-03-21,베이컨김치볶음밥,미소장국,로제파스타,크림새우,석식,국,육류
2017-03-23,통새우김밥,짬뽕,고구마치즈구이,콘샐러드,석식,국수,해산물
2017-03-24,밥,연두부탕,닭강정,카레감자채볶음,석식,탕,조류
2017-03-27,밥,부대찌개,고등어구이,해파리냉채,석식,찌개,해산물
2017-03-28,해물볶음밥,맑은국,비빔메밀국수,멕시칸샐러드,석식,국,해산물
2017-03-29,밥,우거지탕,돈까스,꽈리고추어묵조림,석식,탕,육류
2017-03-30,충무김밥,유부우동,오징어무침,핫도그&케찹,석식,우동,해산물
2017-03-31,밥,봄동된장국,동태콩나물찜,궁중떡볶음,석식,찜,해산물
2017-04-03,밥,콩비지찌개,가자미카레튀김,고기전,석식,찌개,해산물
2017-04-04,참치주먹밥,쌀국수,오징어순대볶음,시금치흑임자샐러드,석식,국,육류
2017-04-05,밥,미역장국,유자청돈육볶음,두부계란부침,석식,국,육류
2017-04-06,김치볶음밥/계란,유부주머니국,쇠고기퀘사디아,펜네베이컨샐러드,석식,국,육류
2017-04-07,밥,매운어묵국,순살닭갈비,비엔나감자볶음,석식,국,육류
2017-04-10,밥,무채국,치즈시즈닝치킨,해물김치전,석식,국,조류
2017-04-11,밥,카레돈까스정식,미소장국,블루베리드레싱샐러드,석식,국,육류
2017-04-12,밥,순두부찌개,삼치구이,메밀전병만두,석식,찌개,해산물
2017-04-13,유부초밥,잔치국수,수제핫도그,시리얼과일샐러드,석식,국,기타
2017-04-14,밥,청국장찌개,돈육장조림,황태양념구이,석식,찌개,육류
2017-04-17,밥,쇠고기무국,고등어조림,동그랑땡계란부침,석식,국,해산물
2017-04-18,나가사끼짬뽕,야채볶음밥,치킨핑거*요거트D,또띠아칩,석식,국수,조류
2017-04-19,밥,닭개장,갈치구이,햄감자채볶음,석식,국,해산물
2017-04-20,오므라이스,가쯔오장국,떡볶이,고구마치즈구이,석식,국,기타
2017-04-21,밥,열무된장국,돈육강정,연두부*양념장,석식,국,육류
2017-04-24,밥,오징어국,쇠고기숙주볶음,두부오꼬노미야끼,석식,국,육류
2017-04-25,멸치주먹밥,양송이스프,토마토스파게티,꽃맛살샐러드,석식,스프,해산물
2017-04-27,닭갈비볶음밥,어묵국,크림카레우동,왕만두,석식,우동,육류
2017-04-28,밥,얼갈이된장국,주꾸미떡볶음,모듬소세지구이,석식,국,해산물
2017-05-02,밥,순두부찌개,돈육굴소스볶음,계란찜,석식,찜,육류
2017-05-04,야채볶음밥,유부주머니국,미니버거,야채비빔만두,석식,국,육류
2017-05-08,밥,육개장,꽁치오븐구이,꽃맛살볶음,석식,국,해산물
2017-05-10,밥,연두부탕,닭오븐구이,해물김치전,석식,탕,조류
2017-05-11,볶음밥/짜장소스,맑은국,사천식탕수육,망고드레싱샐러드,석식,탕,육류
2017-05-12,밥,청국장찌개,돼지갈비찜,계란말이,석식,찜,육류
2017-05-15,밥,닭개장,가자미카레튀김,연근땅콩조림,석식,국,해산물
2017-05-16,꼬마김밥*겨자장,잔치국수,감자만두,멕시칸샐러드,석식,국,육류
2017-05-17,밥,차돌박이찌개,갈치양념조림,비엔나컬리플라워볶음,석식,찌개,해산물
2017-05-18,밥,옛날돈가스,옥수수스프,고구마범벅,석식,스프,육류
